baseSubsidyAmount,conservationComplianceSubsidyReductionAmount,coverageLevelPercent,coveragePrice,endDate,endorsementLength,expectedEndingValueAmount,headCount,insuredSharePercent,livestockRate,perHeadPremium,perHundredWeightPremium,perUnitPremium,practiceCode,producerPremiumAmount,salesEffectiveDate,subsidyPercent,targetWeightQuantity,typeCode,unitPrice,benefitsReceivedYearCount,conservationComplianceSubsidyReductionPercent,farmerRancherIndicatorCode,farmerRancherSubsidyAmount,liabilityAmount,subsidyAmount,totalPremiumAmount,commodityCode,commodityYear,countyCode,errorMessages,insurancePlanCode,isValid,reinsuranceYear,stateCode,trackingId,Commodity,Strike,Grouping Date,CME Premium,BusinessDayOfMonth,LookupMonth,LastBusinessDay,Weekdays to Expiration,Expiration Date,Futures Price
292636,0,0.925,206.46,2026-07-13 00:00:00.000,30,223.201,10000,1,0.035435,43.9,4.39,43.9,207,438955,20251215,0.4,10,820,"",0,0,"",0,20646000,292636,731591,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",206,"202608",7.175,9,8,23,-19,2026-08-07 00:00:00.000,219.45
71831,0,0.75,165.76,2026-08-10 00:00:00.000,34,221.019,10000,1,0.007879,5.88,0.59,5.88,208,58771,20251215,0.55,10,820,"",0,0,"",0,16576000,71831,130602,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",166,"202608",1.225,6,8,21,0,2026-08-07 00:00:00.000,219.45
107250,0,0.8,176.82,2026-08-10 00:00:00.000,34,221.019,10000,1,0.012131,10.73,1.07,10.73,208,107250,20251215,0.5,10,820,"",0,0,"",0,17682000,107250,214500,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",176,"202608",1.9,6,8,21,0,2026-08-07 00:00:00.000,219.45
166183,0,0.85,187.87,2026-08-10 00:00:00.000,34,221.019,10000,1,0.019657,20.31,2.03,20.31,208,203113,20251215,0.45,10,820,"",0,0,"",0,18787000,166183,369296,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",188,"202608",3.275,6,8,21,0,2026-08-07 00:00:00.000,219.45
213839,0,0.875,193.39,2026-08-10 00:00:00.000,34,221.019,10000,1,0.024572,26.14,2.61,26.14,208,261359,20251215,0.45,10,820,"",0,0,"",0,19339000,213839,475198,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",194,"202608",4.275,6,8,21,0,2026-08-07 00:00:00.000,219.45
244918,0,0.9,198.92,2026-08-10 00:00:00.000,34,221.019,10000,1,0.030781,36.74,3.67,36.74,208,367378,20251215,0.4,10,820,"",0,0,"",0,19892000,244918,612296,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",198,"202608",5.1,6,8,21,0,2026-08-07 00:00:00.000,219.45
317119,0,0.925,204.44,2026-08-10 00:00:00.000,34,221.019,10000,1,0.038779,47.57,4.76,47.57,208,475679,20251215,0.4,10,820,"",0,0,"",0,20444000,317119,792798,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",204,"202608",6.6,6,8,21,0,2026-08-07 00:00:00.000,219.45
90416,0,0.75,164.87,2026-09-14 00:00:00.000,39,219.828,10000,1,0.009971,7.4,0.74,7.4,309,73976,20251215,0.55,10,820,"",0,0,"",0,16487000,90416,164392,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",164,"202610",1.475,10,10,22,-14,2026-10-02 00:00:00.000,218.125
129046,0,0.8,175.86,2026-09-14 00:00:00.000,39,219.828,10000,1,0.014676,12.9,1.29,12.9,309,129046,20251215,0.5,10,820,"",0,0,"",0,17586000,129046,258092,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",176,"202610",2.45,10,10,22,-14,2026-10-02 00:00:00.000,218.125
190800,0,0.85,186.85,2026-09-14 00:00:00.000,39,219.828,10000,1,0.022692,23.32,2.33,23.32,309,233200,20251215,0.45,10,820,"",0,0,"",0,18685000,190800,424000,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",186,"202610",3.75,10,10,22,-14,2026-10-02 00:00:00.000,218.125
240301,0,0.875,192.35,2026-09-14 00:00:00.000,39,219.828,10000,1,0.027762,29.37,2.94,29.37,309,293701,20251215,0.45,10,820,"",0,0,"",0,19235000,240301,534002,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",192,"202610",4.825,10,10,22,-14,2026-10-02 00:00:00.000,218.125
269559,0,0.9,197.85,2026-09-14 00:00:00.000,39,219.828,10000,1,0.034061,40.43,4.04,40.43,309,404338,20251215,0.4,10,820,"",0,0,"",0,19785000,269559,673897,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",198,"202610",6.2,10,10,22,-14,2026-10-02 00:00:00.000,218.125
342278,0,0.925,203.34,2026-09-14 00:00:00.000,39,219.828,10000,1,0.042082,51.34,5.13,51.34,309,513417,20251215,0.4,10,820,"",0,0,"",0,20334000,342278,855695,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",204,"202610",7.875,10,10,22,-14,2026-10-02 00:00:00.000,218.125
94267,0,0.75,164.25,2026-10-12 00:00:00.000,43,219.004,10000,1,0.010435,7.71,0.77,7.71,310,77128,20251215,0.55,10,820,"",0,0,"",0,16425000,94267,171395,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",164,"202610",1.475,8,10,22,5,2026-10-02 00:00:00.000,218.125
136350,0,0.8,175.2,2026-10-12 00:00:00.000,43,219.004,10000,1,0.015565,13.63,1.36,13.63,310,136349,20251215,0.5,10,820,"",0,0,"",0,17520000,136350,272699,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",176,"202610",2.45,8,10,22,5,2026-10-02 00:00:00.000,218.125
202047,0,0.85,186.15,2026-10-12 00:00:00.000,43,219.004,10000,1,0.02412,24.69,2.47,24.69,310,246947,20251215,0.45,10,820,"",0,0,"",0,18615000,202047,448994,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",186,"202610",3.75,8,10,22,5,2026-10-02 00:00:00.000,218.125
254880,0,0.875,191.63,2026-10-12 00:00:00.000,43,219.004,10000,1,0.029557,31.15,3.12,31.15,310,311521,20251215,0.45,10,820,"",0,0,"",0,19163000,254880,566401,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",192,"202610",4.825,8,10,22,5,2026-10-02 00:00:00.000,218.125
285882,0,0.9,197.1,2026-10-12 00:00:00.000,43,219.004,10000,1,0.036261,42.88,4.29,42.88,310,428822,20251215,0.4,10,820,"",0,0,"",0,19710000,285882,714704,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",198,"202610",6.2,8,10,22,5,2026-10-02 00:00:00.000,218.125
363396,0,0.925,202.58,2026-10-12 00:00:00.000,43,219.004,10000,1,0.044846,54.51,5.45,54.51,310,545094,20251215,0.4,10,820,"",0,0,"",0,20258000,363396,908490,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",202,"202610",7.275,8,10,22,5,2026-10-02 00:00:00.000,218.125
108404,0,0.75,164.18,2026-11-09 00:00:00.000,47,218.905,10000,1,0.012005,8.87,0.89,8.87,311,88694,20251215,0.55,10,820,"",0,0,"",0,16418000,108404,197098,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",164,"202612",1.8,6,12,21,-19,2026-12-04 00:00:00.000,218.075
152547,0,0.8,175.12,2026-11-09 00:00:00.000,47,218.905,10000,1,0.017422,15.25,1.53,15.25,311,152547,20251215,0.5,10,820,"",0,0,"",0,17512000,152547,305094,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",176,"202612",2.925,6,12,21,-19,2026-12-04 00:00:00.000,218.075
219963,0,0.85,186.07,2026-11-09 00:00:00.000,47,218.905,10000,1,0.02627,26.88,2.69,26.88,311,268843,20251215,0.45,10,820,"",0,0,"",0,18607000,219963,488806,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",186,"202612",4.375,6,12,21,-19,2026-12-04 00:00:00.000,218.075
273956,0,0.875,191.54,2026-11-09 00:00:00.000,47,218.905,10000,1,0.031784,33.48,3.35,33.48,311,334835,20251215,0.45,10,820,"",0,0,"",0,19154000,273956,608791,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",192,"202612",5.55,6,12,21,-19,2026-12-04 00:00:00.000,218.075
303522,0,0.9,197.01,2026-11-09 00:00:00.000,47,218.905,10000,1,0.038516,45.53,4.55,45.53,311,455282,20251215,0.4,10,820,"",0,0,"",0,19701000,303522,758804,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",198,"202612",7.025,6,12,21,-19,2026-12-04 00:00:00.000,218.075
381442,0,0.925,202.49,2026-11-09 00:00:00.000,47,218.905,10000,1,0.047094,57.22,5.72,57.22,311,572164,20251215,0.4,10,820,"",0,0,"",0,20249000,381442,953606,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",202,"202612",8.2,6,12,21,-19,2026-12-04 00:00:00.000,218.075
120013,0,0.75,164.15,2026-12-14 00:00:00.000,52,218.868,10000,1,0.013293,9.82,0.98,9.82,312,98192,20251215,0.55,10,820,"",0,0,"",0,16415000,120013,218205,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",164,"202612",1.8,10,12,23,5,2026-12-04 00:00:00.000,218.075
180649,0,0.8,175.09,2026-12-14 00:00:00.000,52,218.868,10000,1,0.020635,18.06,1.81,18.06,312,180649,20251215,0.5,10,820,"",0,0,"",0,17509000,180649,361298,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",176,"202612",2.925,10,12,23,5,2026-12-04 00:00:00.000,218.075
255867,0,0.85,186.04,2026-12-14 00:00:00.000,52,218.868,10000,1,0.030563,31.27,3.13,31.27,312,312727,20251215,0.45,10,820,"",0,0,"",0,18604000,255867,568594,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",186,"202612",4.375,10,12,23,5,2026-12-04 00:00:00.000,218.075
315314,0,0.875,191.51,2026-12-14 00:00:00.000,52,218.868,10000,1,0.036588,38.54,3.85,38.54,312,385383,20251215,0.45,10,820,"",0,0,"",0,19151000,315314,700697,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",192,"202612",5.55,10,12,23,5,2026-12-04 00:00:00.000,218.075
347441,0,0.9,196.98,2026-12-14 00:00:00.000,52,218.868,10000,1,0.044096,52.12,5.21,52.12,312,521162,20251215,0.4,10,820,"",0,0,"",0,19698000,347441,868603,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",196,"202612",6.5,10,12,23,5,2026-12-04 00:00:00.000,218.075
420602,0,0.925,202.45,2026-12-14 00:00:00.000,52,218.868,10000,1,0.051939,63.09,6.31,63.09,312,630903,20251215,0.4,10,820,"",0,0,"",0,20245000,420602,1051505,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",202,"202612",8.2,10,12,23,5,2026-12-04 00:00:00.000,218.075
36635,0,0.75,251.26,2026-03-16 00:00:00.000,13,335.012,10000,1,0.002651,3,0.3,3,203,29974,20251215,0.55,10,810,"",0,0,"",0,25126000,36635,66609,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",252,"202603",0.775,11,3,22,-8,2026-03-26 00:00:00.000,334.85
58654,0,0.8,268.01,2026-03-16 00:00:00.000,13,335.012,10000,1,0.004377,5.87,0.59,5.87,203,58654,20251215,0.5,10,810,"",0,0,"",0,26801000,58654,117308,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",268,"202603",1.25,11,3,22,-8,2026-03-26 00:00:00.000,334.85
95709,0,0.85,284.76,2026-03-16 00:00:00.000,13,335.012,10000,1,0.007469,11.7,1.17,11.7,203,116978,20251215,0.45,10,810,"",0,0,"",0,28476000,95709,212687,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",284,"202603",2.15,11,3,22,-8,2026-03-26 00:00:00.000,334.85
135989,0,0.875,293.14,2026-03-16 00:00:00.000,13,335.012,10000,1,0.010309,16.62,1.66,16.62,203,166209,20251215,0.45,10,810,"",0,0,"",0,29314000,135989,302198,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",294,"202603",3.15,11,3,22,-8,2026-03-26 00:00:00.000,334.85
171595,0,0.9,301.51,2026-03-16 00:00:00.000,13,335.012,10000,1,0.014228,25.74,2.57,25.74,203,257393,20251215,0.4,10,810,"",0,0,"",0,30151000,171595,428988,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",302,"202603",4.275,11,3,22,-8,2026-03-26 00:00:00.000,334.85
242681,0,0.925,309.89,2026-03-16 00:00:00.000,13,335.012,10000,1,0.019578,36.4,3.64,36.4,203,364022,20251215,0.4,10,810,"",0,0,"",0,30989000,242681,606703,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",310,"202603",5.775,11,3,22,-8,2026-03-26 00:00:00.000,334.85
55886,0,0.75,250.52,2026-04-13 00:00:00.000,17,334.029,10000,1,0.004056,4.57,0.46,4.57,204,45725,20251215,0.55,10,810,"",0,0,"",0,25052000,55886,101611,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",250,"202604",1.15,9,4,22,-13,2026-04-30 00:00:00.000,333.775
91750,0,0.8,267.22,2026-04-13 00:00:00.000,17,334.029,10000,1,0.006867,9.18,0.92,9.18,204,91750,20251215,0.5,10,810,"",0,0,"",0,26722000,91750,183500,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",268,"202604",2.025,9,4,22,-13,2026-04-30 00:00:00.000,333.775
151017,0,0.85,283.92,2026-04-13 00:00:00.000,17,334.029,10000,1,0.01182,18.46,1.85,18.46,204,184576,20251215,0.45,10,810,"",0,0,"",0,28392000,151017,335593,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",284,"202604",3.4,9,4,22,-13,2026-04-30 00:00:00.000,333.775
199709,0,0.875,292.28,2026-04-13 00:00:00.000,17,334.029,10000,1,0.015184,24.41,2.44,24.41,204,244089,20251215,0.45,10,810,"",0,0,"",0,29228000,199709,443798,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",292,"202604",4.425,9,4,22,-13,2026-04-30 00:00:00.000,333.775
241202,0,0.9,300.63,2026-04-13 00:00:00.000,17,334.029,10000,1,0.020058,36.18,3.62,36.18,204,361802,20251215,0.4,10,810,"",0,0,"",0,30063000,241202,603004,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",300,"202604",5.975,9,4,22,-13,2026-04-30 00:00:00.000,333.775
325566,0,0.925,308.98,2026-04-13 00:00:00.000,17,334.029,10000,1,0.026342,48.83,4.88,48.83,204,488349,20251215,0.4,10,810,"",0,0,"",0,30898000,325566,813915,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",308,"202604",7.475,9,4,22,-13,2026-04-30 00:00:00.000,333.775
86077,0,0.75,249.17,2026-05-11 00:00:00.000,21,332.229,10000,1,0.006281,7.04,0.7,7.04,205,70427,20251215,0.55,10,810,"",0,0,"",0,24917000,86077,156504,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",250,"202605",1.55,7,5,21,-8,2026-05-21 00:00:00.000,331.775
132452,0,0.8,265.78,2026-05-11 00:00:00.000,21,332.229,10000,1,0.009967,13.25,1.32,13.25,205,132451,20251215,0.5,10,810,"",0,0,"",0,26578000,132452,264903,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",266,"202605",2.5,7,5,21,-8,2026-05-21 00:00:00.000,331.775
197946,0,0.85,282.39,2026-05-11 00:00:00.000,21,332.229,10000,1,0.015577,24.19,2.42,24.19,205,241933,20251215,0.45,10,810,"",0,0,"",0,28239000,197946,439879,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",282,"202605",4.075,7,5,21,-8,2026-05-21 00:00:00.000,331.775
260636,0,0.875,290.7,2026-05-11 00:00:00.000,21,332.229,10000,1,0.019924,31.86,3.19,31.86,205,318555,20251215,0.45,10,810,"",0,0,"",0,29070000,260636,579191,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",290,"202605",5.225,7,5,21,-8,2026-05-21 00:00:00.000,331.775
303674,0,0.9,299.01,2026-05-11 00:00:00.000,21,332.229,10000,1,0.02539,45.55,4.56,45.55,205,455512,20251215,0.4,10,810,"",0,0,"",0,29901000,303674,759186,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",300,"202605",7.275,7,5,21,-8,2026-05-21 00:00:00.000,331.775
395840,0,0.925,307.31,2026-05-11 00:00:00.000,21,332.229,10000,1,0.032202,59.38,5.94,59.38,205,593760,20251215,0.4,10,810,"",0,0,"",0,30731000,395840,989600,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",308,"202605",9.725,7,5,21,-8,2026-05-21 00:00:00.000,331.775
106258,0,0.75,248.9,2026-06-15 00:00:00.000,26,331.864,10000,1,0.007762,8.69,0.87,8.69,206,86938,20251215,0.55,10,810,"",0,0,"",0,24890000,106258,193196,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",248,"202605",1.475,11,5,22,16,2026-05-21 00:00:00.000,331.775
167299,0,0.8,265.49,2026-06-15 00:00:00.000,26,331.864,10000,1,0.012603,16.73,1.67,16.73,206,167298,20251215,0.5,10,810,"",0,0,"",0,26549000,167299,334597,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",266,"202605",2.5,11,5,22,16,2026-05-21 00:00:00.000,331.775
252856,0,0.85,282.08,2026-06-15 00:00:00.000,26,331.864,10000,1,0.01992,30.9,3.09,30.9,206,309047,20251215,0.45,10,810,"",0,0,"",0,28208000,252856,561903,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",282,"202605",4.075,11,5,22,16,2026-05-21 00:00:00.000,331.775
328638,0,0.875,290.38,2026-06-15 00:00:00.000,26,331.864,10000,1,0.02515,40.17,4.02,40.17,206,401668,20251215,0.45,10,810,"",0,0,"",0,29038000,328638,730306,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",290,"202605",5.225,11,5,22,16,2026-05-21 00:00:00.000,331.775
375919,0,0.9,298.68,2026-06-15 00:00:00.000,26,331.864,10000,1,0.031465,56.39,5.64,56.39,206,563878,20251215,0.4,10,810,"",0,0,"",0,29868000,375919,939797,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",298,"202605",6.675,11,5,22,16,2026-05-21 00:00:00.000,331.775
479205,0,0.925,306.97,2026-06-15 00:00:00.000,26,331.864,10000,1,0.039027,71.88,7.19,71.88,206,718807,20251215,0.4,10,810,"",0,0,"",0,30697000,479205,1198012,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",306,"202605",9,11,5,22,16,2026-05-21 00:00:00.000,331.775
139866,0,0.75,248.95,2026-07-13 00:00:00.000,30,331.933,10000,1,0.010215,11.44,1.14,11.44,207,114436,20251215,0.55,10,810,"",0,0,"",0,24895000,139866,254302,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",248,"202608",2.975,9,8,23,-33,2026-08-27 00:00:00.000,331.975
208802,0,0.8,265.55,2026-07-13 00:00:00.000,30,331.933,10000,1,0.015726,20.88,2.09,20.88,207,208802,20251215,0.5,10,810,"",0,0,"",0,26555000,208802,417604,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",266,"202608",4.75,9,8,23,-33,2026-08-27 00:00:00.000,331.975
300369,0,0.85,282.14,2026-07-13 00:00:00.000,30,331.933,10000,1,0.023658,36.71,3.67,36.71,207,367118,20251215,0.45,10,810,"",0,0,"",0,28214000,300369,667487,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",282,"202608",7.125,9,8,23,-33,2026-08-27 00:00:00.000,331.975
381246,0,0.875,290.44,2026-07-13 00:00:00.000,30,331.933,10000,1,0.02917,46.6,4.66,46.6,207,465967,20251215,0.45,10,810,"",0,0,"",0,29044000,381246,847213,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",290,"202608",9.15,9,8,23,-33,2026-08-27 00:00:00.000,331.975
426517,0,0.9,298.74,2026-07-13 00:00:00.000,30,331.933,10000,1,0.035693,63.98,6.4,63.98,207,639776,20251215,0.4,10,810,"",0,0,"",0,29874000,426517,1066293,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",298,"202608",10.575,9,8,23,-33,2026-08-27 00:00:00.000,331.975
532764,0,0.925,307.04,2026-07-13 00:00:00.000,30,331.933,10000,1,0.043379,79.91,7.99,79.91,207,799145,20251215,0.4,10,810,"",0,0,"",0,30704000,532764,1331909,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",308,"202608",13.4,9,8,23,-33,2026-08-27 00:00:00.000,331.975
171543,0,0.75,248.98,2026-08-10 00:00:00.000,34,331.969,10000,1,0.012527,14.04,1.4,14.04,208,140354,20251215,0.55,10,810,"",0,0,"",0,24898000,171543,311897,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",248,"202608",2.975,6,8,21,-13,2026-08-27 00:00:00.000,331.975
245994,0,0.8,265.58,2026-08-10 00:00:00.000,34,331.969,10000,1,0.018525,24.6,2.46,24.6,208,245993,20251215,0.5,10,810,"",0,0,"",0,26558000,245994,491987,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",266,"202608",4.75,6,8,21,-13,2026-08-27 00:00:00.000,331.975
340691,0,0.85,282.17,2026-08-10 00:00:00.000,34,331.969,10000,1,0.026831,41.64,4.16,41.64,208,416399,20251215,0.45,10,810,"",0,0,"",0,28217000,340691,757090,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",282,"202608",7.125,6,8,21,-13,2026-08-27 00:00:00.000,331.975
424669,0,0.875,290.47,2026-08-10 00:00:00.000,34,331.969,10000,1,0.032489,51.9,5.19,51.9,208,519039,20251215,0.45,10,810,"",0,0,"",0,29047000,424669,943708,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",290,"202608",9.15,6,8,21,-13,2026-08-27 00:00:00.000,331.975
467121,0,0.9,298.77,2026-08-10 00:00:00.000,34,331.969,10000,1,0.039087,70.07,7.01,70.07,208,700681,20251215,0.4,10,810,"",0,0,"",0,29877000,467121,1167802,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",298,"202608",10.575,6,8,21,-13,2026-08-27 00:00:00.000,331.975
574319,0,0.925,307.07,2026-08-10 00:00:00.000,34,331.969,10000,1,0.046758,86.15,8.61,86.15,208,861479,20251215,0.4,10,810,"",0,0,"",0,30707000,574319,1435798,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",308,"202608",13.4,6,8,21,-13,2026-08-27 00:00:00.000,331.975
230390,0,0.75,247.44,2026-09-14 00:00:00.000,39,329.926,10000,1,0.016929,18.85,1.89,18.85,309,188501,20251215,0.55,10,810,"",0,0,"",0,24744000,230390,418891,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",248,"202609",3.85,10,9,22,-8,2026-09-24 00:00:00.000,329.625
316557,0,0.8,263.94,2026-09-14 00:00:00.000,39,329.926,10000,1,0.023987,31.66,3.17,31.66,309,316556,20251215,0.5,10,810,"",0,0,"",0,26394000,316557,633113,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",264,"202609",5.675,10,9,22,-8,2026-09-24 00:00:00.000,329.625
424038,0,0.85,280.44,2026-09-14 00:00:00.000,39,329.926,10000,1,0.033601,51.83,5.18,51.83,309,518268,20251215,0.45,10,810,"",0,0,"",0,28044000,424038,942306,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",280,"202609",8.35,10,9,22,-8,2026-09-24 00:00:00.000,329.625
517641,0,0.875,288.69,2026-09-14 00:00:00.000,39,329.926,10000,1,0.039846,63.27,6.33,63.27,309,632673,20251215,0.45,10,810,"",0,0,"",0,28869000,517641,1150314,801,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","FDR CATTLE",288,"202609",10.1,10,9,22,-8,2026-09-24 00:00:00.000,329.625
